_replace_verse

												----------------------------------------

Reference not found. Skipping...(4, 15, range(4, 6))-Guajajara
Reference not found. Skipping...(45, 9, range(11, 13))-Guarani
Reference not found. Skipping...(45, 9, range(11, 13))-NVI
Reference not found. Skipping...(11, 8, range(41, 43))-Guajajara
Reference not found. Skipping...(11, 8, range(41, 43))-Guarani
Reference not found. Skipping...(11, 8, range(41, 43))-NVI
Reference not found. Skipping...(59, 2, range(2, 5))-Guajajara
Reference not found. Skipping...(59, 2, range(2, 5))-Guarani
Reference not found. Skipping...(59, 2, range(2, 5))-NVI
Reference not found. Skipping...(66, 20, range(14, 16))-Guajajara
Reference not found. Skipping...(66, 20, range(14, 16))-Guarani
Reference not found. Skipping...(66, 20, range(14, 16))-NVI
Reference not found. Skipping...(5, 4, range(16, 19))-Guajajara
Reference not found. Skipping...(5, 4, range(16, 19))-Guarani
Reference not found. Skipping...(5, 4, range(16, 19))-NVI
Reference not found. Skipping...(13, 23, range(10, 12))-Guajajara
Reference not found. Skipping...(13, 23, range(10, 12))-Guarani
Reference not found. Skipping...(13, 23, range(10, 12))-NVI
Reference not found. Skipping...(5, 19, range(2, 4))-Guajajara
Reference not found. Skipping...(5, 19, range(2, 4))-Guarani
Reference not found. Skipping...(5, 19, range(2, 4))-NVI
Reference not found. Skipping...(16, 7, range(66, 70))-Guajajara
Reference not found. Skipping...(16, 7, range(66, 70))-Guarani
Reference not found. Skipping...(16, 7, range(66, 70))-NVI
Reference not found. Skipping...(4, 29, range(37, 39))-Guajajara
Reference not found. Skipping...(4, 29, range(37, 39))-Guarani
Reference not found. Skipping...(4, 29, range(37, 39))-NVI
Reference not found. Skipping...(4, 14, range(36, 38))-Guajajara
Reference not found. Skipping...(4, 14, range(36, 38))-Guarani
Reference not found. Skipping...(4, 14, range(36, 38))-NVI
Reference not found. Skipping...(4, 2, range(27, 29))-Guajajara
Reference not found. Skipping...(4, 2, range(27, 29))-Guarani
Reference not found. Skipping...(4, 2, range(27, 29))-NVI
Reference not found. Skipping...(16, 7, range(63, 65))-Guajajara
Reference not found. Skipping...(16, 7, range(63, 65))-Guarani
Reference not found. Skipping...(16, 7, range(63, 65))-NVI
Reference not found. Skipping...(24, 35, range(12, 14))-Guajajara
Reference not found. Skipping...(24, 35, range(12, 14))-Guarani
Reference not found. Skipping...(24, 35, range(12, 14))-NVI
Reference not found. Skipping...(15, 10, range(31, 33))-Guajajara
Reference not found. Skipping...(15, 10, range(31, 33))-Guarani
Reference not found. Skipping...(15, 10, range(31, 33))-NVI
Reference not found. Skipping...(18, 23, range(16, 18))-Guajajara
Reference not found. Skipping...(18, 23, range(16, 18))-Guarani
Reference not found. Skipping...(18, 23, range(16, 18))-NVI
Reference not found. Skipping...(64, 1, range(14, 16))-Guajajara
Reference not found. Skipping...(64, 1, range(14, 16))-Guarani
Reference not found. Skipping...(64, 1, range(14, 16))-NTLH
Reference not found. Skipping...(64, 1, range(14, 16))-NVI
Reference not found. Skipping...(13, 6, range(57, 60))-Guajajara
Reference not found. Skipping...(13, 6, range(57, 60))-Guarani
Reference not found. Skipping...(13, 6, range(57, 60))-NVI
Reference not found. Skipping...(54, 2, range(1, 3))-Guajajara
Reference not found. Skipping...(54, 2, range(1, 3))-Guarani
Reference not found. Skipping...(54, 2, range(1, 3))-NVI
Reference not found. Skipping...(15, 7, range(8, 10))-Guajajara
Reference not found. Skipping...(15, 7, range(8, 10))-Guarani
Reference not found. Skipping...(15, 7, range(8, 10))-NVI
Reference not found. Skipping...(12, 9, range(14, 16))-Guajajara
Reference not found. Skipping...(12, 9, range(14, 16))-Guarani
Reference not found. Skipping...(12, 9, range(14, 16))-NVI
Reference not found. Skipping...(4, 2, range(12, 14))-Guajajara
Reference not found. Skipping...(4, 2, range(12, 14))-Guarani
Reference not found. Skipping...(4, 2, range(12, 14))-NVI
Reference not found. Skipping...(16, 12, range(33, 36))-Guajajara
Reference not found. Skipping...(16, 12, range(33, 36))-Guarani
Reference not found. Skipping...(16, 12, range(33, 36))-NVI
Reference not found. Skipping...(12, 12, range(20, 22))-Guajajara
Reference not found. Skipping...(12, 12, range(20, 22))-Guarani
Reference not found. Skipping...(12, 12, range(20, 22))-NVI
Reference not found. Skipping...(19, 102, range(9, 11))-Guajajara
Reference not found. Skipping...(19, 102, range(9, 11))-Guarani
Reference not found. Skipping...(19, 102, range(9, 11))-NVI
Reference not found. Skipping...(24, 35, range(9, 11))-Guajajara
Reference not found. Skipping...(24, 35, range(9, 11))-Guarani
Reference not found. Skipping...(24, 35, range(9, 11))-NVI
Reference not found. Skipping...(4, 36, range(10, 12))-Guajajara
Reference not found. Skipping...(4, 36, range(10, 12))-Guarani
Reference not found. Skipping...(4, 36, range(10, 12))-NVI
Reference not found. Skipping...(52, 3, range(1, 3))-Guajajara
Reference not found. Skipping...(52, 3, range(1, 3))-Guarani
Reference not found. Skipping...(52, 3, range(1, 3))-NVI
Reference not found. Skipping...(26, 40, range(29, 31))-Guajajara
Reference not found. Skipping...(26, 40, range(29, 31))-Guarani
Reference not found. Skipping...(26, 40, range(29, 31))-NVI
Reference not found. Skipping...(16, 7, range(8, 26))-Guajajara
Reference not found. Skipping...(16, 7, range(8, 26))-Guarani
Reference not found. Skipping...(16, 7, range(8, 26))-NVI
Reference not found. Skipping...(5, 1, range(30, 32))-Guajajara
Reference not found. Skipping...(5, 1, range(30, 32))-Guarani
Reference not found. Skipping...(5, 1, range(30, 32))-NVI
Reference not found. Skipping...(4, 11, range(8, 10))-Guajajara
Reference not found. Skipping...(4, 11, range(8, 10))-Guarani
Reference not found. Skipping...(4, 11, range(8, 10))-NVI
Reference not found. Skipping...(54, 6, range(20, 22))-Guajajara
Reference not found. Skipping...(54, 6, range(20, 22))-Guarani
Reference not found. Skipping...(54, 6, range(20, 22))-NVI
Reference not found. Skipping...(19, 42, range(6, 8))-Guajajara
Reference not found. Skipping...(19, 42, range(6, 8))-Guarani
Reference not found. Skipping...(19, 42, range(6, 8))-NVI
Reference not found. Skipping...(24, 34, range(18, 20))-Guajajara
Reference not found. Skipping...(24, 34, range(18, 20))-Guarani
Reference not found. Skipping...(24, 34, range(18, 20))-NVI
Reference not found. Skipping...(13, 21, range(11, 13))-Guajajara
Reference not found. Skipping...(13, 21, range(11, 13))-Guarani
Reference not found. Skipping...(13, 21, range(11, 13))-NVI
Reference not found. Skipping...(24, 52, range(21, 23))-Guajajara
Reference not found. Skipping...(24, 52, range(21, 23))-Guarani
Reference not found. Skipping...(24, 52, range(21, 23))-NVI
Reference not found. Skipping...(48, 4, range(24, 27))-Guajajara
Reference not found. Skipping...(48, 4, range(24, 27))-Guarani
Reference not found. Skipping...(48, 4, range(24, 27))-NVI
Reference not found. Skipping...(42, 1, range(73, 75))-Guajajara
Reference not found. Skipping...(42, 1, range(73, 75))-Guarani
Reference not found. Skipping...(42, 1, range(73, 75))-NVI
Reference not found. Skipping...(4, 26, range(3, 5))-Guajajara
Reference not found. Skipping...(4, 26, range(3, 5))-Guarani
Reference not found. Skipping...(4, 26, range(3, 5))-NVI
Reference not found. Skipping...(3, 15, range(21, 24))-Guajajara
Reference not found. Skipping...(3, 15, range(21, 24))-Guarani
Reference not found. Skipping...(3, 15, range(21, 24))-NVI
Reference not found. Skipping...(15, 2, range(59, 61))-Guajajara
Reference not found. Skipping...(15, 2, range(59, 61))-Guarani
Reference not found. Skipping...(15, 2, range(59, 61))-NVI
Reference not found. Skipping...(43, 10, range(14, 16))-Guajajara
Reference not found. Skipping...(43, 10, range(14, 16))-Guarani
Reference not found. Skipping...(43, 10, range(14, 16))-NVI
Reference not found. Skipping...(4, 6, range(6, 8))-Guajajara
Reference not found. Skipping...(4, 6, range(6, 8))-Guarani
Reference not found. Skipping...(4, 6, range(6, 8))-NVI
Reference not found. Skipping...(13, 17, range(9, 11))-Guajajara
Reference not found. Skipping...(13, 17, range(9, 11))-Guarani
Reference not found. Skipping...(13, 17, range(9, 11))-NVI
Reference not found. Skipping...(10, 4, range(9, 12))-Guajajara
Reference not found. Skipping...(10, 4, range(9, 12))-Guarani
Reference not found. Skipping...(10, 4, range(9, 12))-NVI
Reference not found. Skipping...(26, 48, range(23, 28))-Guajajara
Reference not found. Skipping...(26, 48, range(23, 28))-Guarani
Reference not found. Skipping...(26, 48, range(23, 28))-NVI
Reference not found. Skipping...(26, 46, range(21, 23))-Guajajara
Reference not found. Skipping...(26, 46, range(21, 23))-Guarani
Reference not found. Skipping...(26, 46, range(21, 23))-NVI
Reference not found. Skipping...(44, 8, range(27, 29))-Guajajara
Reference not found. Skipping...(44, 8, range(27, 29))-Guarani
Reference not found. Skipping...(44, 8, range(27, 29))-NVI
Reference not found. Skipping...(24, 30, range(1, 4))-Guajajara
Reference not found. Skipping...(24, 30, range(1, 4))-Guarani
Reference not found. Skipping...(24, 30, range(1, 4))-NVI
Reference not found. Skipping...(54, 6, range(8, 10))-Guajajara
Reference not found. Skipping...(54, 6, range(8, 10))-Guarani
Reference not found. Skipping...(54, 6, range(8, 10))-NVI
Reference not found. Skipping...(15, 2, range(55, 58))-Guajajara
Reference not found. Skipping...(15, 2, range(55, 58))-Guarani
Reference not found. Skipping...(15, 2, range(55, 58))-NVI
Reference not found. Skipping...(38, 12, range(12, 15))-Guajajara
Reference not found. Skipping...(38, 12, range(12, 15))-Guarani
Reference not found. Skipping...(38, 12, range(12, 15))-NVI
Reference not found. Skipping...(13, 6, range(4, 6))-Guajajara
Reference not found. Skipping...(13, 6, range(4, 6))-Guarani
Reference not found. Skipping...(13, 6, range(4, 6))-NVI
Reference not found. Skipping...(50, 3, range(15, 17))-Guajajara
Reference not found. Skipping...(50, 3, range(15, 17))-Guarani
Reference not found. Skipping...(50, 3, range(15, 17))-NVI
Reference not found. Skipping...(4, 4, range(34, 49))-Guajajara
Reference not found. Skipping...(4, 4, range(34, 49))-Guarani
Reference not found. Skipping...(4, 4, range(34, 49))-NVI
Reference not found. Skipping...(4, 26, range(19, 22))-Guajajara
Reference not found. Skipping...(4, 26, range(19, 22))-Guarani
Reference not found. Skipping...(4, 26, range(19, 22))-NVI
Reference not found. Skipping...(47, 12, range(3, 5))-Guajajara
Reference not found. Skipping...(47, 12, range(3, 5))-Guarani
Reference not found. Skipping...(47, 12, range(3, 5))-NVI
Reference not found. Skipping...(3, 11, range(4, 7))-Guajajara
Reference not found. Skipping...(3, 11, range(4, 7))-Guarani
Reference not found. Skipping...(3, 11, range(4, 7))-NVI
Reference not found. Skipping...(4, 3, range(47, 49))-Guajajara
Reference not found. Skipping...(4, 3, range(47, 49))-Guarani
Reference not found. Skipping...(4, 3, range(47, 49))-NVI
Reference not found. Skipping...(3, 8, range(20, 22))-Guajajara
Reference not found. Skipping...(3, 8, range(20, 22))-Guarani
Reference not found. Skipping...(3, 8, range(20, 22))-NVI
Reference not found. Skipping...(14, 3, range(11, 13))-Guajajara
Reference not found. Skipping...(14, 3, range(11, 13))-Guarani
Reference not found. Skipping...(14, 3, range(11, 13))-NVI
Reference not found. Skipping...(13, 9, range(36, 38))-Guajajara
Reference not found. Skipping...(13, 9, range(36, 38))-Guarani
Reference not found. Skipping...(13, 9, range(36, 38))-NVI
Reference not found. Skipping...(7, 19, range(10, 12))-Guajajara
Reference not found. Skipping...(7, 19, range(10, 12))-Guarani
Reference not found. Skipping...(7, 19, range(10, 12))-NVI
Reference not found. Skipping...(4, 27, range(19, 21))-Guajajara
Reference not found. Skipping...(4, 27, range(19, 21))-Guarani
Reference not found. Skipping...(4, 27, range(19, 21))-NVI
Reference not found. Skipping...(16, 12, range(10, 12))-Guajajara
Reference not found. Skipping...(16, 12, range(10, 12))-Guarani
Reference not found. Skipping...(16, 12, range(10, 12))-NVI
Reference not found. Skipping...(24, 21, range(11, 13))-Guajajara
Reference not found. Skipping...(24, 21, range(11, 13))-Guarani
Reference not found. Skipping...(24, 21, range(11, 13))-NVI
Reference not found. Skipping...(13, 26, range(6, 8))-Guajajara
Reference not found. Skipping...(13, 26, range(6, 8))-Guarani
Reference not found. Skipping...(13, 26, range(6, 8))-NVI
Reference not found. Skipping...(43, 20, range(8, 10))-Guajajara
Reference not found. Skipping...(43, 20, range(8, 10))-Guarani
Reference not found. Skipping...(43, 20, range(8, 10))-NVI
Reference not found. Skipping...(53, 1, range(6, 8))-Guajajara
Reference not found. Skipping...(53, 1, range(6, 8))-Guarani
Reference not found. Skipping...(53, 1, range(6, 8))-NVI
Reference not found. Skipping...(13, 27, range(25, 32))-Guajajara
Reference not found. Skipping...(13, 27, range(25, 32))-Guarani
Reference not found. Skipping...(13, 27, range(25, 32))-NVI
Reference not found. Skipping...(57, 1, range(1, 3))-Guajajara
Reference not found. Skipping...(57, 1, range(1, 3))-Guarani
Reference not found. Skipping...(57, 1, range(1, 3))-NVI
Reference not found. Skipping...(54, 5, range(9, 11))-Guajajara
Reference not found. Skipping...(54, 5, range(9, 11))-Guarani
Reference not found. Skipping...(54, 5, range(9, 11))-NVI
Reference not found. Skipping...(4, 1, range(26, 28))-Guajajara
Reference not found. Skipping...(4, 1, range(26, 28))-Guarani
Reference not found. Skipping...(4, 1, range(26, 28))-NVI
Reference not found. Skipping...(15, 2, range(36, 40))-Guajajara
Reference not found. Skipping...(15, 2, range(36, 40))-Guarani
Reference not found. Skipping...(15, 2, range(36, 40))-NVI
Reference not found. Skipping...(15, 8, range(26, 28))-Guajajara
Reference not found. Skipping...(15, 8, range(26, 28))-Guarani
Reference not found. Skipping...(15, 8, range(26, 28))-NVI
Reference not found. Skipping...(54, 6, range(3, 5))-Guajajara
Reference not found. Skipping...(54, 6, range(3, 5))-Guarani
Reference not found. Skipping...(54, 6, range(3, 5))-NVI
Reference not found. Skipping...(2, 27, range(14, 16))-Guajajara
Reference not found. Skipping...(2, 27, range(14, 16))-Guarani
Reference not found. Skipping...(2, 27, range(14, 16))-NVI
Reference not found. Skipping...(7, 13, range(15, 17))-Guajajara
Reference not found. Skipping...(7, 13, range(15, 17))-Guarani
Reference not found. Skipping...(7, 13, range(15, 17))-NVI
Reference not found. Skipping...(4, 29, range(33, 35))-Guajajara
Reference not found. Skipping...(4, 29, range(33, 35))-Guarani
Reference not found. Skipping...(4, 29, range(33, 35))-NVI
Reference not found. Skipping...(20, 6, range(16, 20))-Guajajara
Reference not found. Skipping...(20, 6, range(16, 20))-Guarani
Reference not found. Skipping...(20, 6, range(16, 20))-NVI
Reference not found. Skipping...(9, 30, range(29, 32))-Guajajara
Reference not found. Skipping...(9, 30, range(29, 32))-Guarani
Reference not found. Skipping...(9, 30, range(29, 32))-NVI
Reference not found. Skipping...(4, 2, range(29, 31))-Guajajara
Reference not found. Skipping...(4, 2, range(29, 31))-Guarani
Reference not found. Skipping...(4, 2, range(29, 31))-NVI
Reference not found. Skipping...(15, 10, range(38, 43))-Guajajara
Reference not found. Skipping...(15, 10, range(38, 43))-Guarani
Reference not found. Skipping...(15, 10, range(38, 43))-NVI
Reference not found. Skipping...(4, 2, range(14, 16))-Guajajara
Reference not found. Skipping...(4, 2, range(14, 16))-Guarani
Reference not found. Skipping...(4, 2, range(14, 16))-NVI
Reference not found. Skipping...(16, 12, range(2, 8))-Guajajara
Reference not found. Skipping...(16, 12, range(2, 8))-Guarani
Reference not found. Skipping...(16, 12, range(2, 8))-NVI
Reference not found. Skipping...(4, 33, range(41, 50))-Guajajara
Reference not found. Skipping...(4, 33, range(41, 50))-Guarani
Reference not found. Skipping...(4, 33, range(41, 50))-NVI
Reference not found. Skipping...(24, 34, range(12, 14))-Guajajara
Reference not found. Skipping...(24, 34, range(12, 14))-Guarani
Reference not found. Skipping...(24, 34, range(12, 14))-NVI
Reference not found. Skipping...(11, 6, range(24, 27))-Guajajara
Reference not found. Skipping...(11, 6, range(24, 27))-Guarani
Reference not found. Skipping...(11, 6, range(24, 27))-NVI
Reference not found. Skipping...(4, 31, range(22, 24))-Guajajara
Reference not found. Skipping...(4, 31, range(22, 24))-Guarani
Reference not found. Skipping...(4, 31, range(22, 24))-NVI
Reference not found. Skipping...(4, 4, range(34, 48))-aa
Reference not found. Skipping...(4, 4, range(34, 48))-acf
Reference not found. Skipping...(4, 4, range(34, 48))-Guajajara
Reference not found. Skipping...(4, 4, range(34, 48))-Guarani
Reference not found. Skipping...(4, 4, range(34, 48))-NTLH
Reference not found. Skipping...(4, 4, range(34, 48))-NVI
Reference not found. Skipping...(13, 2, range(26, 28))-Guajajara
Reference not found. Skipping...(13, 2, range(26, 28))-Guarani
Reference not found. Skipping...(13, 2, range(26, 28))-NVI
Reference not found. Skipping...(42, 24, range(33, 35))-Guajajara
Reference not found. Skipping...(42, 24, range(33, 35))-Guarani
Reference not found. Skipping...(42, 24, range(33, 35))-NVI
Reference not found. Skipping...(9, 17, range(50, 52))-Guajajara
Reference not found. Skipping...(9, 17, range(50, 52))-Guarani
Reference not found. Skipping...(9, 17, range(50, 52))-NVI
Reference not found. Skipping...(6, 12, range(9, 25))-Guajajara
Reference not found. Skipping...(6, 12, range(9, 25))-Guarani
Reference not found. Skipping...(6, 12, range(9, 25))-NVI
Reference not found. Skipping...(4, 1, range(42, 44))-Guajajara
Reference not found. Skipping...(4, 1, range(42, 44))-Guarani
Reference not found. Skipping...(4, 1, range(42, 44))-NVI
Reference not found. Skipping...(1, 36, range(29, 31))-Guajajara
Reference not found. Skipping...(1, 36, range(29, 31))-Guarani
Reference not found. Skipping...(1, 36, range(29, 31))-NVI
Reference not found. Skipping...(59, 1, range(7, 9))-Guajajara
Reference not found. Skipping...(59, 1, range(7, 9))-Guarani
Reference not found. Skipping...(59, 1, range(7, 9))-NVI
Reference not found. Skipping...(16, 7, range(46, 57))-Guajajara
Reference not found. Skipping...(16, 7, range(46, 57))-Guarani
Reference not found. Skipping...(16, 7, range(46, 57))-NVI
Reference not found. Skipping...(13, 24, range(28, 30))-Guajajara
Reference not found. Skipping...(13, 24, range(28, 30))-Guarani
Reference not found. Skipping...(13, 24, range(28, 30))-NVI
Reference not found. Skipping...(44, 1, range(21, 23))-Guajajara
Reference not found. Skipping...(44, 1, range(21, 23))-Guarani
Reference not found. Skipping...(44, 1, range(21, 23))-NVI
Reference not found. Skipping...(1, 6, range(9, 11))-Guajajara
Reference not found. Skipping...(1, 6, range(9, 11))-Guarani
Reference not found. Skipping...(1, 6, range(9, 11))-NVI
Reference not found. Skipping...(26, 41, range(8, 12))-Guajajara
Reference not found. Skipping...(26, 41, range(8, 12))-Guarani
Reference not found. Skipping...(26, 41, range(8, 12))-NVI
Reference not found. Skipping...(8, 4, range(7, 9))-Guajajara
Reference not found. Skipping...(8, 4, range(7, 9))-Guarani
Reference not found. Skipping...(8, 4, range(7, 9))-NVI
Reference not found. Skipping...(14, 4, range(11, 17))-Guajajara
Reference not found. Skipping...(14, 4, range(11, 17))-Guarani
Reference not found. Skipping...(14, 4, range(11, 17))-NVI
Reference not found. Skipping...(19, 73, range(2, 4))-Guajajara
Reference not found. Skipping...(19, 73, range(2, 4))-Guarani
Reference not found. Skipping...(19, 73, range(2, 4))-NVI
Reference not found. Skipping...(1, 40, range(21, 23))-Guajajara
Reference not found. Skipping...(1, 40, range(21, 23))-Guarani
Reference not found. Skipping...(1, 40, range(21, 23))-NVI
Reference not found. Skipping...(13, 9, range(7, 9))-Guajajara
Reference not found. Skipping...(13, 9, range(7, 9))-Guarani
Reference not found. Skipping...(13, 9, range(7, 9))-NVI
Reference not found. Skipping...(15, 2, range(3, 21))-Guajajara
Reference not found. Skipping...(15, 2, range(3, 21))-Guarani
Reference not found. Skipping...(15, 2, range(3, 21))-NVI
Reference not found. Skipping...(16, 7, range(39, 43))-Guajajara
Reference not found. Skipping...(16, 7, range(39, 43))-Guarani
Reference not found. Skipping...(16, 7, range(39, 43))-NVI
Reference not found. Skipping...(3, 14, range(37, 39))-Guajajara
Reference not found. Skipping...(3, 14, range(37, 39))-Guarani
Reference not found. Skipping...(3, 14, range(37, 39))-NVI
Reference not found. Skipping...(26, 4, range(4, 6))-Guajajara
Reference not found. Skipping...(26, 4, range(4, 6))-Guarani
Reference not found. Skipping...(26, 4, range(4, 6))-NVI
Reference not found. Skipping...(41, 15, range(28, 30))-Guajajara
Reference not found. Skipping...(41, 15, range(28, 30))-Guarani
Reference not found. Skipping...(41, 15, range(28, 30))-NVI
Reference not found. Skipping...(3, 18, range(12, 14))-Guajajara
Reference not found. Skipping...(3, 18, range(12, 14))-Guarani
Reference not found. Skipping...(3, 18, range(12, 14))-NVI
Reference not found. Skipping...(13, 1, range(51, 55))-Guajajara
Reference not found. Skipping...(13, 1, range(51, 55))-Guarani
Reference not found. Skipping...(13, 1, range(51, 55))-NVI
Reference not found. Skipping...(24, 1, range(18, 20))-Guajajara
Reference not found. Skipping...(24, 1, range(18, 20))-Guarani
Reference not found. Skipping...(24, 1, range(18, 20))-NVI
Reference not found. Skipping...(13, 4, range(34, 39))-Guajajara
Reference not found. Skipping...(13, 4, range(34, 39))-Guarani
Reference not found. Skipping...(13, 4, range(34, 39))-NVI
Reference not found. Skipping...(4, 29, range(18, 20))-Guajajara
Reference not found. Skipping...(4, 29, range(18, 20))-Guarani
Reference not found. Skipping...(4, 29, range(18, 20))-NVI
Reference not found. Skipping...(42, 3, range(23, 39))-Guajajara
Reference not found. Skipping...(42, 3, range(23, 39))-Guarani
Reference not found. Skipping...(42, 3, range(23, 39))-NVI
Reference not found. Skipping...(18, 38, range(39, 41))-Guajajara
Reference not found. Skipping...(18, 38, range(39, 41))-Guarani
Reference not found. Skipping...(18, 38, range(39, 41))-NVI
Reference not found. Skipping...(43, 13, range(13, 15))-Guajajara
Reference not found. Skipping...(43, 13, range(13, 15))-Guarani
Reference not found. Skipping...(43, 13, range(13, 15))-NVI
Reference not found. Skipping...(13, 11, range(26, 48))-Guajajara
Reference not found. Skipping...(13, 11, range(26, 48))-Guarani
Reference not found. Skipping...(13, 11, range(26, 48))-NVI
Reference not found. Skipping...(9, 9, range(9, 12))-Guajajara
Reference not found. Skipping...(9, 9, range(9, 12))-Guarani
Reference not found. Skipping...(9, 9, range(9, 12))-NVI
Reference not found. Skipping...(14, 34, range(12, 14))-Guajajara
Reference not found. Skipping...(14, 34, range(12, 14))-Guarani
Reference not found. Skipping...(14, 34, range(12, 14))-NVI
Reference not found. Skipping...(55, 4, range(3, 5))-Guajajara
Reference not found. Skipping...(55, 4, range(3, 5))-Guarani
Reference not found. Skipping...(55, 4, range(3, 5))-NVI
Reference not found. Skipping...(26, 42, range(17, 20))-Guajajara
Reference not found. Skipping...(26, 42, range(17, 20))-Guarani
Reference not found. Skipping...(26, 42, range(17, 20))-NVI
Reference not found. Skipping...(24, 45, range(1, 3))-Guajajara
Reference not found. Skipping...(24, 45, range(1, 3))-Guarani
Reference not found. Skipping...(24, 45, range(1, 3))-NVI
Reference not found. Skipping...(5, 30, range(17, 19))-Guajajara
Reference not found. Skipping...(5, 30, range(17, 19))-Guarani
Reference not found. Skipping...(5, 30, range(17, 19))-NVI
Reference not found. Skipping...(13, 12, range(9, 14))-Guajajara
Reference not found. Skipping...(13, 12, range(9, 14))-Guarani
Reference not found. Skipping...(13, 12, range(9, 14))-NVI
Reference not found. Skipping...(47, 1, range(13, 15))-Guajajara
Reference not found. Skipping...(47, 1, range(13, 15))-Guarani
Reference not found. Skipping...(47, 1, range(13, 15))-NVI
Reference not found. Skipping...(24, 22, range(1, 3))-Guajajara
Reference not found. Skipping...(24, 22, range(1, 3))-Guarani
Reference not found. Skipping...(24, 22, range(1, 3))-NVI
Reference not found. Skipping...(24, 30, range(23, 25))-Guajajara
Reference not found. Skipping...(24, 30, range(23, 25))-Guarani
Reference not found. Skipping...(24, 30, range(23, 25))-NVI
Reference not found. Skipping...(24, 27, range(19, 21))-Guajajara
Reference not found. Skipping...(24, 27, range(19, 21))-Guarani
Reference not found. Skipping...(24, 27, range(19, 21))-NVI
Reference not found. Skipping...(16, 10, range(2, 9))-Guajajara
Reference not found. Skipping...(16, 10, range(2, 9))-Guarani
Reference not found. Skipping...(16, 10, range(2, 9))-NVI
Reference not found. Skipping...(11, 1, range(5, 7))-Guajajara
Reference not found. Skipping...(11, 1, range(5, 7))-Guarani
Reference not found. Skipping...(11, 1, range(5, 7))-NVI
Reference not found. Skipping...(4, 1, range(17, 19))-Guajajara
